file_name,account_holder,bank_name,iban,period,start_balance,end_balance,transactions_json
statement_0010.png,Sylvie Vallet,BNP Paribas,FR6939037587848819463232263,du 01/10/2022 au 28/10/2022,2176.73,1614.96,"[{'date': '01/10/2022', 'description': 'PAIEMENT CB LENOIR ET FILS', 'debit': '62.03', 'credit': ''}, {'date': '20/10/2022', 'description': 'RETRAIT DAB BUISSON', 'debit': '282.98', 'credit': ''}, {'date': '08/10/2022', 'description': 'PRELEVEMENT LEDOUX BRUNET ET FILS', 'debit': '57.12', 'credit': ''}, {'date': '23/10/2022', 'description': 'RETRAIT DAB CHAUVIN S.A.R.L.', 'debit': '207.18', 'credit': ''}, {'date': '07/10/2022', 'description': 'PRELEVEMENT AUBERT', 'debit': '39.34', 'credit': ''}, {'date': '18/10/2022', 'description': 'REMISE DE CHEQUE SALMON', 'debit': '', 'credit': '389.03'}, {'date': '23/10/2022', 'description': 'REMISE DE CHEQUE MONNIER BODIN S.A.R.L.', 'debit': '', 'credit': '420.68'}, {'date': '08/10/2022', 'description': 'VIREMENT DE MARÉCHAL COUTURIER SA', 'debit': '', 'credit': '74.54'}, {'date': '06/10/2022', 'description': 'RETRAIT DAB ALLARD', 'debit': '384.06', 'credit': ''}, {'date': '24/10/2022', 'description': 'RETRAIT DAB PAYET', 'debit': '413.31', 'credit': ''}]"
statement_0011.png,Guy Humbert,La Banque Postale,FR2840567936344372851651047,du 01/10/1983 au 28/10/1983,2229.74,2224.51,"[{'date': '19/10/1983', 'description': 'RETRAIT DAB JOLY', 'debit': '60.35', 'credit': ''}, {'date': '01/10/1983', 'description': 'PRELEVEMENT TANGUY SARL', 'debit': '131.16', 'credit': ''}, {'date': '17/10/1983', 'description': 'PAIEMENT CB POIRIER', 'debit': '345.61', 'credit': ''}, {'date': '01/10/1983', 'description': 'VIREMENT A HAMON GONZALEZ ET FILS', 'debit': '299.29', 'credit': ''}, {'date': '13/10/1983', 'description': 'REMISE DE CHEQUE GUILBERT', 'debit': '', 'credit': '428.68'}, {'date': '19/10/1983', 'description': 'REMISE DE CHEQUE MARCHAL', 'debit': '', 'credit': '402.50'}]"
statement_0012.png,Robert Boulanger-Lacombe,Crédit Agricole,FR3870701558477202453348562,du 01/10/2001 au 28/10/2001,2109.98,1510.56,"[{'date': '16/10/2001', 'description': 'PAIEMENT CB MAILLOT COULON S.A.R.L.', 'debit': '258.45', 'credit': ''}, {'date': '21/10/2001', 'description': 'REMISE DE CHEQUE KLEIN ET FILS', 'debit': '', 'credit': '243.51'}, {'date': '07/10/2001', 'description': 'VIREMENT DE BARTHELEMY SARL', 'debit': '', 'credit': '117.99'}, {'date': '05/10/2001', 'description': 'PRELEVEMENT HUBERT S.A.R.L.', 'debit': '262.54', 'credit': ''}, {'date': '13/10/2001', 'description': 'RETRAIT DAB ROCHER VALENTIN SARL', 'debit': '117.56', 'credit': ''}, {'date': '05/10/2001', 'description': 'PAIEMENT CB LAUNAY SARL', 'debit': '322.37', 'credit': ''}]"
statement_0013.png,Édith Gallet-Menard,Crédit Mutuel,FR3656703353710814395137735,du 01/07/1987 au 28/07/1987,732.24,-228.11,"[{'date': '09/07/1987', 'description': 'VIREMENT DE DESCAMPS', 'debit': '', 'credit': '409.87'}, {'date': '17/07/1987', 'description': 'PRELEVEMENT BLANC PETIT SARL', 'debit': '66.56', 'credit': ''}, {'date': '21/07/1987', 'description': 'PRELEVEMENT BIGOT ET FILS', 'debit': '219.79', 'credit': ''}, {'date': '17/07/1987', 'description': 'REMISE DE CHEQUE JEAN', 'debit': '', 'credit': '22.90'}, {'date': '25/07/1987', 'description': 'VIREMENT DE BERTIN SARL', 'debit': '', 'credit': '81.72'}, {'date': '23/07/1987', 'description': 'VIREMENT A BOUCHER', 'debit': '143.46', 'credit': ''}, {'date': '25/07/1987', 'description': 'REMISE DE CHEQUE LACROIX', 'debit': '', 'credit': '211.69'}, {'date': '16/07/1987', 'description': 'VIREMENT A ROLLAND S.A.', 'debit': '146.30', 'credit': ''}, {'date': '17/07/1987', 'description': 'PAIEMENT CB DA COSTA', 'debit': '437.58', 'credit': ''}, {'date': '01/07/1987', 'description': 'RETRAIT DAB COULON BONNET S.A.', 'debit': '321.55', 'credit': ''}, {'date': '24/07/1987', 'description': 'PRELEVEMENT HUBERT S.A.S.', 'debit': '156.70', 'credit': ''}, {'date': '20/07/1987', 'description': 'PRELEVEMENT BOURGEOIS RODRIGUEZ ET FILS', 'debit': '241.88', 'credit': ''}, {'date': '22/07/1987', 'description': 'RETRAIT DAB BOULAY', 'debit': '286.68', 'credit': ''}, {'date': '19/07/1987', 'description': 'REMISE DE CHEQUE DAVID', 'debit': '', 'credit': '361.87'}, {'date': '03/07/1987', 'description': 'VIREMENT A TOUSSAINT FERNANDES S.A.', 'debit': '27.90', 'credit': ''}]"
statement_0014.png,Édith Renard,BNP Paribas,FR4748770960646279803895309,du 01/03/2004 au 28/03/2004,1706.39,-379.54,"[{'date': '21/03/2004', 'description': 'VIREMENT A DOS SANTOS S.A.', 'debit': '391.95', 'credit': ''}, {'date': '16/03/2004', 'description': 'PAIEMENT CB PERRIN', 'debit': '308.78', 'credit': ''}, {'date': '04/03/2004', 'description': 'REMISE DE CHEQUE IMBERT', 'debit': '', 'credit': '378.15'}, {'date': '09/03/2004', 'description': 'PRELEVEMENT LOUIS LEGROS SARL', 'debit': '199.32', 'credit': ''}, {'date': '14/03/2004', 'description': 'PAIEMENT CB WEBER', 'debit': '279.03', 'credit': ''}, {'date': '24/03/2004', 'description': 'PRELEVEMENT LAURENT', 'debit': '404.84', 'credit': ''}, {'date': '10/03/2004', 'description': 'VIREMENT A LECOQ', 'debit': '190.66', 'credit': ''}, {'date': '23/03/2004', 'description': 'RETRAIT DAB LAURENT COURTOIS SA', 'debit': '323.52', 'credit': ''}, {'date': '15/03/2004', 'description': 'RETRAIT DAB HARDY', 'debit': '365.98', 'credit': ''}]"
statement_0015.png,Jacqueline Boulanger,Société Générale,FR0613036733278766211060484,du 01/09/1992 au 28/09/1992,4466.08,3060.36,"[{'date': '27/09/1992', 'description': 'PRELEVEMENT MORVAN', 'debit': '67.54', 'credit': ''}, {'date': '04/09/1992', 'description': 'PAIEMENT CB ROUSSEL DESCHAMPS SARL', 'debit': '209.92', 'credit': ''}, {'date': '20/09/1992', 'description': 'PAIEMENT CB NGUYEN', 'debit': '36.90', 'credit': ''}, {'date': '11/09/1992', 'description': 'VIREMENT A GUILLAUME', 'debit': '354.24', 'credit': ''}, {'date': '04/09/1992', 'description': 'VIREMENT DE BESSON', 'debit': '', 'credit': '147.61'}, {'date': '19/09/1992', 'description': 'VIREMENT DE FOUCHER LAROCHE SA', 'debit': '', 'credit': '191.08'}, {'date': '01/09/1992', 'description': 'RETRAIT DAB PINTO S.A.R.L.', 'debit': '28.70', 'credit': ''}, {'date': '13/09/1992', 'description': 'VIREMENT A LEFÈVRE', 'debit': '57.37', 'credit': ''}, {'date': '23/09/1992', 'description': 'RETRAIT DAB ADAM LE GOFF SA', 'debit': '89.09', 'credit': ''}, {'date': '10/09/1992', 'description': 'VIREMENT DE FERREIRA S.A.R.L.', 'debit': '', 'credit': '368.51'}, {'date': '26/09/1992', 'description': 'PRELEVEMENT BOULAY LÉVÊQUE S.A.S.', 'debit': '431.27', 'credit': ''}, {'date': '09/09/1992', 'description': 'PAIEMENT CB LEMONNIER', 'debit': '227.39', 'credit': ''}, {'date': '19/09/1992', 'description': 'PRELEVEMENT MARQUES', 'debit': '367.06', 'credit': ''}, {'date': '06/09/1992', 'description': 'PRELEVEMENT NEVEU', 'debit': '243.44', 'credit': ''}]"
statement_0016.png,Michel-Richard Thomas,Crédit Mutuel,FR6320697768167891896497445,du 01/12/2007 au 28/12/2007,4137.79,2927.89,"[{'date': '21/12/2007', 'description': 'PRELEVEMENT JOUBERT', 'debit': '209.73', 'credit': ''}, {'date': '04/12/2007', 'description': 'RETRAIT DAB CHARRIER', 'debit': '254.33', 'credit': ''}, {'date': '08/12/2007', 'description': 'VIREMENT A TESSIER BERTRAND S.A.', 'debit': '153.25', 'credit': ''}, {'date': '24/12/2007', 'description': 'RETRAIT DAB ROCHER', 'debit': '297.66', 'credit': ''}, {'date': '27/12/2007', 'description': 'RETRAIT DAB CHARRIER', 'debit': '44.28', 'credit': ''}, {'date': '16/12/2007', 'description': 'PAIEMENT CB LECOMTE', 'debit': '45.24', 'credit': ''}, {'date': '19/12/2007', 'description': 'VIREMENT A RAYMOND LECOMTE S.A.S.', 'debit': '165.85', 'credit': ''}, {'date': '17/12/2007', 'description': 'PRELEVEMENT JOUBERT RICHARD S.A.', 'debit': '392.80', 'credit': ''}, {'date': '21/12/2007', 'description': 'RETRAIT DAB LEGRAND', 'debit': '114.57', 'credit': ''}, {'date': '21/12/2007', 'description': 'VIREMENT DE SALMON BERNARD S.A.R.L.', 'debit': '', 'credit': '395.88'}, {'date': '10/12/2007', 'description': 'PAIEMENT CB PEREIRA', 'debit': '198.90', 'credit': ''}, {'date': '17/12/2007', 'description': 'REMISE DE CHEQUE JEAN SA', 'debit': '', 'credit': '270.83'}]"
statement_0017.png,Frédéric Le Lebon,La Banque Postale,FR8147485434614558813312208,du 01/10/1982 au 28/10/1982,3323.37,2378.39,"[{'date': '16/10/1982', 'description': 'RETRAIT DAB HERNANDEZ', 'debit': '50.45', 'credit': ''}, {'date': '26/10/1982', 'description': 'RETRAIT DAB BECKER S.A.S.', 'debit': '290.31', 'credit': ''}, {'date': '11/10/1982', 'description': 'REMISE DE CHEQUE SALMON', 'debit': '', 'credit': '68.18'}, {'date': '21/10/1982', 'description': 'VIREMENT A GILLET S.A.R.L.', 'debit': '386.80', 'credit': ''}, {'date': '21/10/1982', 'description': 'PAIEMENT CB GILLET', 'debit': '285.60', 'credit': ''}]"
statement_0018.png,René Da Costa,Crédit Mutuel,FR3579194756351279655344477,du 01/03/2023 au 28/03/2023,2345.24,3304.83,"[{'date': '10/03/2023', 'description': 'REMISE DE CHEQUE TESSIER HENRY SARL', 'debit': '', 'credit': '210.03'}, {'date': '09/03/2023', 'description': 'REMISE DE CHEQUE DAVID ROLLAND S.A.S.', 'debit': '', 'credit': '178.26'}, {'date': '07/03/2023', 'description': 'PRELEVEMENT CHARRIER', 'debit': '28.15', 'credit': ''}, {'date': '22/03/2023', 'description': 'REMISE DE CHEQUE MORVAN LANGLOIS SARL', 'debit': '', 'credit': '315.01'}, {'date': '02/03/2023', 'description': 'REMISE DE CHEQUE IMBERT ET FILS', 'debit': '', 'credit': '59.76'}, {'date': '01/03/2023', 'description': 'PAIEMENT CB BAUDRY', 'debit': '204.91', 'credit': ''}, {'date': '25/03/2023', 'description': 'REMISE DE CHEQUE AUBERT', 'debit': '', 'credit': '14.83'}, {'date': '16/03/2023', 'description': 'VIREMENT DE BRETON', 'debit': '', 'credit': '414.76'}]"
statement_0019.png,Diane Cordier,Crédit Agricole,FR1288235212092338449479642,du 01/03/1986 au 28/03/1986,1342.84,750.83,"[{'date': '20/03/1986', 'description': 'PAIEMENT CB GIRAUD SA', 'debit': '65.90', 'credit': ''}, {'date': '09/03/1986', 'description': 'PAIEMENT CB HAMON POTIER S.A.', 'debit': '321.02', 'credit': ''}, {'date': '17/03/1986', 'description': 'PRELEVEMENT DELAHAYE S.A.', 'debit': '341.06', 'credit': ''}, {'date': '10/03/1986', 'description': 'VIREMENT DE GROS', 'debit': '', 'credit': '184.49'}, {'date': '20/03/1986', 'description': 'REMISE DE CHEQUE LOUIS DESCHAMPS SA', 'debit': '', 'credit': '424.02'}, {'date': '11/03/1986', 'description': 'VIREMENT A MARTY GEORGES ET FILS', 'debit': '130.55', 'credit': ''}, {'date': '24/03/1986', 'description': 'VIREMENT A NAVARRO', 'debit': '341.99', 'credit': ''}]"
statement_0020.png,Zacharie Joubert,Crédit Agricole,FR2223009917605227015754239,du 01/12/1983 au 28/12/1983,841.01,633.93,"[{'date': '01/12/1983', 'description': 'RETRAIT DAB HENRY', 'debit': '385.34', 'credit': ''}, {'date': '11/12/1983', 'description': 'REMISE DE CHEQUE MARY S.A.', 'debit': '', 'credit': '358.51'}, {'date': '26/12/1983', 'description': 'REMISE DE CHEQUE POTIER SA', 'debit': '', 'credit': '347.69'}, {'date': '13/12/1983', 'description': 'VIREMENT DE LEGROS', 'debit': '', 'credit': '338.29'}, {'date': '25/12/1983', 'description': 'VIREMENT A CARPENTIER S.A.', 'debit': '171.70', 'credit': ''}, {'date': '23/12/1983', 'description': 'RETRAIT DAB TECHER ET FILS', 'debit': '290.55', 'credit': ''}, {'date': '09/12/1983', 'description': 'RETRAIT DAB RENAULT', 'debit': '403.98', 'credit': ''}]"
statement_0021.png,Tristan Guibert-Cohen,Crédit Mutuel,FR6348105049998575859489076,du 01/10/1996 au 28/10/1996,3832.25,3489.22,"[{'date': '25/10/1996', 'description': 'VIREMENT DE ROSSI VALLÉE SA', 'debit': '', 'credit': '409.48'}, {'date': '19/10/1996', 'description': 'VIREMENT A GRONDIN', 'debit': '358.93', 'credit': ''}, {'date': '27/10/1996', 'description': 'REMISE DE CHEQUE GIRAUD GUILLET SARL', 'debit': '', 'credit': '198.68'}, {'date': '15/10/1996', 'description': 'PAIEMENT CB FISCHER ET FILS', 'debit': '251.11', 'credit': ''}, {'date': '04/10/1996', 'description': 'VIREMENT DE PRÉVOST DIAS ET FILS', 'debit': '', 'credit': '49.65'}, {'date': '21/10/1996', 'description': 'VIREMENT DE GUILLAUME VINCENT S.A.S.', 'debit': '', 'credit': '322.89'}, {'date': '07/10/1996', 'description': 'RETRAIT DAB POTTIER', 'debit': '45.56', 'credit': ''}, {'date': '08/10/1996', 'description': 'RETRAIT DAB FERREIRA SARL', 'debit': '79.06', 'credit': ''}, {'date': '12/10/1996', 'description': 'REMISE DE CHEQUE HUBERT ROCHER SA', 'debit': '', 'credit': '187.12'}, {'date': '07/10/1996', 'description': 'PRELEVEMENT CARLIER', 'debit': '314.16', 'credit': ''}, {'date': '20/10/1996', 'description': 'VIREMENT DE GRONDIN S.A.S.', 'debit': '', 'credit': '16.11'}, {'date': '02/10/1996', 'description': 'VIREMENT A PERRET', 'debit': '338.31', 'credit': ''}, {'date': '20/10/1996', 'description': 'PAIEMENT CB MULLER S.A.', 'debit': '390.53', 'credit': ''}, {'date': '04/10/1996', 'description': 'VIREMENT DE MATHIEU', 'debit': '', 'credit': '250.70'}]"
